Qatar,3.964,4.318,4.386,4.614,4.646,4.842,4.669,5.183,5.56,5.85,6.013,6.615,6.91,8.166,8.939,9.134,9.951,10.94,12.012,13.233,14.396,15.325,19.462,21.616,24.158,28.144,30.731,34.788,34.668,38.693,414.993,42.307,45.555,47.913,48.595,0.014234133,0.082848759,0.001799504
Saudi Arabia,5.165.400.263,5.568.468.455,6.500.028.622,7.009.106.991,7.572.979.096,7.988.045.574,8.499.571.265,934.731.773,1.026.685.356,1.060.459.539,1.099.280.254,1.121.671.223,1.191.044.709,1.261.676.787,1.309.993.761,1.386.834.832,1.460.932.117,1.549.059.593,1.665.875.892,1.734.046.616,1.910.549.559,1.963.114.419,2.044.337.427,204.200.609,217.306.609,240.071.089,250.079.959,271.701.577,284.054.063,311.847.195,338.465.195,345.574.195,355.235.295,3.592.340.932,3.574.043.654,-0.005093414,0.058113003,0.013234914
United Arab Emirates,12.185,12.815,13.658,14.84,15.612,17.081,17.222,18.689,21.73,23.736,24.982,26.572,28.464,33.392,37.126,39.944,43.172,46.856,49.45,52.417,60.698,62.438,78.761,80.463,85.698,93.949,99.137,106.222,1.099.787,116.528,127.365,1.295.962.504,134.553.078,135.996.711,1.380.615.351,0.015182897,0.053884988,0.005112508
Other Middle East,18.134,19.531,20.698,21.734,21.534,21.954,24.253,26.867,28.538,32.216,34.907,38.88,42.227,46.812,49.149,52.009,547.985,600.223,6.236.139.999,6.649.405,701.845,7.547.281.399,8.086.715.001,8.708.200.001,9.066.263.001,9.874.557.849,9.336.009.299,8.830.660.161,8.371.967.001,8.354.306.251,81.584.335,8.203.222.702,863.803.823,8.579.413.429,8.613.141.695,0.003931302,-0.001488847,0.003189502
Total Middle East,1.795.614.026,1.934.078.845,2.109.672.862,2.250.585.699,239.058.091,2.536.612.337,2.442.321.657,2.799.866.133,3.122.828.176,3.328.309.399,3.473.419.534,3.648.018.603,3.895.344.139,4.198.266.397,4.402.387.541,4.707.022.632,5.012.167.267,5.384.875.653,5.662.251.802,6.002.261.556,6.479.690.349,6.865.715.679,7.373.054.067,762.775.196,807.896.082,8.736.812.515,889.722.224,9.481.800.716,981.971.598,1.050.908.461,1.109.043.185,1.143.585.337,119.702.096,1.224.129.827,126.465.536,0.033105584,0.048438817,0.046831004
Algeria,12.274,12.981,12.722,13.966,15.324,16.104,17.345,18.286,19.414,19.883,19.715,20.654,21.497,23.262,24.757,25.412,26.625,27.648,29.528,31.249,33.915,35.227,37.31,40.237,43.112,45.735,53.074,57.397,59.89,64.241,68.798,70.997,76.017,76.663,81.252,0.059859385,0.066586351,0.003008814
Egypt,302.535,32.461,356.545,387.125,406.145,419.525,43.276,44.987,46.737,48.55,50.652,53.57,56.784,60.697,657.305,73.319,807.125,86.236,921.865,9.825.231.932,1.049.473.154,1.116.610.499,1.198.669.804,1.287.924.099,1.342.672.326,1.444.317.198,1.495.628.671,1.628.310.922,1.650.638.374,1.712.342.789,1.818.364.272,1.881.910.987,1.932.111.642,1.993.987.804,2.005.629.664,0.005838481,0.044679861,0.007426976
Morocco,7.345,7.764,8.001,8.984,9.024,9.628,9.205,9.719,9.91,11.47,12.092,12.538,13.593,12.968,12.895,12.863,15.046,15.228,16.52,175.715,197.232,20.451,20.313,209.906,216.553,236.834,253.556,276.585,281.207,292.785,3.032.097.868,30.716,31.630.897,34.441.907,40.148.075,0.165675147,0.050766537,0.001486709
South Africa,143.491,148.241,152.373,158.141,163.359,167.226,168.316,168.09,174.706,181.69,186.655,200.092,210.362,205.374,203.012,210.67,210.1,220.575,234.229,244.605,244.922,253.798,263.479,258.291,249.557,259.601,262.538,257.919,256.137,254.765,250.148,252.747,255.093,256.336,252.578,-0.014660446,-0.000759489,0.009353126
Eastern Africa,2.410.058.114,2.467.526.938,2.488.025.606,2.722.761.566,2.642.856.697,3.001.919.352,3.142.807.581,2.878.011.362,303.115.561,3.073.542.462,3.172.877.692,3.146.777.993,334.858.105,388.420.201,410.483.945,422.773.768,4.629.590.265,4.818.048.562,4.783.463.076,5.099.563.775,5.422.928.121,562.849.755,5.949.348.787,6.175.177.442,6.646.271.243,7.399.677.424,7.845.795.039,8.163.466.915,8.687.964.335,9.308.816.521,9.801.152.697,9.781.753.398,1.034.303.835,1.059.758.596,1.152.786.116,0.087781803,0.055493956,0.004268841
Middle Africa,9.739,10.05,10.088,10.238,11.942,108.881,106.145,114.015,10.753,10.308,11.44,11.616,11.059,10.943,11.517,126.274,1.304.544.798,1.321.990.503,1.395.108.706,1.563.213.401,1.638.565.604,1.864.163.702,1.864.248.692,2.014.030.308,2.114.028.792,2.215.541.914,2.266.869.404,2.334.396.318,2.764.694.584,3.035.588.932,3.262.099.934,3.380.951.632,360.974.516,386.812.406,4.026.940.125,0.041057645,0.067439917,0.001491202
Western Africa,1.822.202.013,2.025.150.198,214.387.692,2.219.245.164,2.377.865.747,244.220.244,2.549.621.091,2.671.132.783,2.661.357.238,2.763.177.492,2.863.812.059,3.008.024.125,3.108.061.666,2.892.480.848,3.177.720.707,3.176.328.499,3.375.772.799,4.007.300.597,3.734.151.105,4.228.814.299,42.754.827,44.130.314,4.309.207.895,4.306.392.598,4.218.515.097,5.011.460.093,5.189.886.196,5.394.123.293,5.914.395.676,6.240.629.896,6.331.563.281,6.711.594.608,6.937.536.275,7.268.839.555,7.540.271.495,0.037341853,0.053744076,0.002792211
Other Northern Africa,1.139.273.684,1.140.589.474,12.5,1.333.005.263,1.359.110.526,1.606.421.053,1.657.421.053,1.733.221.053,1.805.021.053,1.882.121.053,1.917.031.579,2.009.931.579,2.118.931.579,2.269.931.579,2.448.821.053,2.617.621.053,2.758.721.053,2.946.147.368,3.032.279.168,3.230.958.668,3.542.438.168,3.791.243.984,4.007.123.484,4.312.802.984,4.572.482.484,4.903.061.984,4.259.741.484,524.387.874,5.639.652.784,5.703.652.784,5.728.152.784,563.327.874,5.760.708.204,5.663.543.173,6.012.629.221,0.061637395,0.027620737,0.002226515
Other Southern Africa,2.168,2.28,2.602,2.504,2.586,2.617,2.743,2.713,2.71,2.381,2.637,2.075,1.859,25.985,3.178.899.994,3.388.300.006,32.193,3.425.599.994,3.286.199.988,3.111.499.994,3.508.500.012,3.352.580.006,3.240.679.988,3.133.699.994,2.964.117.988,2.830.902.006,2.892.014,3.474.312.994,4.143.899.026,4.973.816.036,5.047.750.036,4.745.861.636,5.632.715.719,4.974.841.479,4.492.189.508,-0.097018563,0.047302603,0.000166349
Total Africa,2.589.858.381,2.701.096.661,2.802.595.253,2.952.956.199,3.066.478.297,3.189.210.284,3.249.979.973,328.020.152,339.205.339,3.514.704.101,3.627.282.133,382.192.337,400.909.743,4.063.086.444,4.184.042.121,4.384.965.723,4.563.890.891,4.840.474.703,5.051.997.205,5.360.148.207,5.558.101.614,5.814.589.962,605.508.949,6.195.287.432,6.270.686.268,6.715.794.359,6.890.454.023,7.206.385.579,7.434.225.102,7.673.794.763,7.873.808.428,8.024.727.441,8.280.950.568,8.457.954.563,8.701.102.509,0.028747843,0.03162151,0.032220744
Australia,123.673,129.527,135.815,143.374,151.433,1.556.535,1.579.635,1.614.005,1.653.825,1.701.425,1.752.245,180.127,1.889.795,199.471,2.068.995,216.829,224.255,2.234.952,2.259.524,22.921.705,23.073.955,23.799.095,2.431.848,2.453.709,24.990.195,2.509.617,25.630.415,2.506.716,2.495.631,247.647.344,2.551.516.594,2.584.916.194,2.591.296.991,2.630.775.663,2.651.170.912,0.007752561,0.006992129,0.009817457
Bangladesh,4.528,4.8,5.587,6.541,7.115,7.732,8.27,8.894,9.206,9.784,10.806,11.474,11.858,12.882,14.45,15.771,17.392,186.651,197.129,246.849,264.504,29.538,310.156,342.361,372.082,408.414,442.195,48.662,5.437.848.821,5.742.684.067,6.183.274.804,6.999.112.584,7.341.770.809,8.111.510.919,8.974.869.212,0.106436187,0.090088473,0.003323452
China,410.69,449.53,497.267,545.21,584.81,621.2,677.55,753.94,811.59,927.8,1007.03,1081.31,1135.55,1167,1239.3,1355.6,1.480.802,1654,1.910.575,2203.31,2500.26,2.865.726,3.281.553,3495.76,3.714.651,4207.16,4.713.019,4.987.553,5.431.635,5.794.457,5.814.573,6133.16,6.604.447,7.166.133,7.503.428,0.047067924,0.074420598,0.277856779
China Hong Kong SAR,1.924.944.444,2.141.888.889,2.375.361.111,255.075,2.736.333.333,28.96,3.188.888.889,3.507.555.556,359.475,2.674.083.333,2.791.555.556,28.44,2.894.305.556,3.141.444.444,2.949.583.333,3.132.861.111,3.242.916.667,3.431.166.667,3.550.611.111,3.712.861.111,3.844.833.333,386.125,3.894.777.778,3.799.027.778,3.872.877.778,3.838.466.667,3.910.638.889,3.884.266.667,3.915.833.333,3.990.905.556,3.802.761.111,3.826.444.444,3.702.679.022,365.600.729,3.690.647.048,0.009474751,-0.003830001,0.00136667
India,1.863.858.336,2.026.772.014,2.236.694.902,2.413.046.202,2.724.464.306,2.877.628.268,3.204.576.307,3.371.533.207,3.621.762.511,3.879.669.839,4.271.487.739,4.432.054.131,4.691.535.477,5.050.784.302,5.473.624.648,5.713.939.361,5.860.927.384,6.096.504.786,6.381.310.102,698.300.975,7.045.093.182,7.444.262.523,796.265.175,8.284.135.525,87.970.725,9.374.680.375,1.034.011.325,1.091.837.883,1.146.139.133,1.262.219.968,131.729.813,1.401.741.765,1.473.759.284,15.514.415,1.558.708.662,0.004684135,0.064752874,0.057719987
Indonesia,16.369,18.415,20.72,24.807,28.487,3.311.472,3.810.263,4.028.435,3.970.743,4.592.842,5.412.053,5.886.776,7.069.102,7.669.271,8.397.097,933.264,1.016.586,1.082.168,1.129.754,1.201.506,1.275.608,1.331.102,14.244.102,14.943.654,15.679.722,16.978.624,18.341.873,200.318,21.618.856,22.855.565,23.398.198,2.479.178,25.461.942,26.712.065,2.791.410.793,0.045,0.059802808,0.010336774
Japan,671.953,676.363,719.085,753.728,799.769,881.5,911.303,916.787,926.103,984.493,1010.88,1.029.857,1.054.864,1.059.663,1.079.142,1.099.671,1.083.142,1.103.081,1.092.595,1.121.193,1.153.062,1.164.348,1.180.109,1183.72,1.114.003,1.156.023,1.104.183,1.106.879.941,1.087.759.547,106.272.882,103.011.431,1.030.274.526,1.042.627.354,1.056.227.555,1.036.329.185,-0.018839094,-0.011331151,0.038375938
Malaysia,14.944,16.131,17.421,19.352,21.515,23.016,26.552,3.138.110.801,3.487.734.917,397.542.047,4.657.450.009,5.340.937.387,5.993.525.469,6.414.126.657,6.816.969.828,6.990.527.358,7.577.568.516,80.88,83.3,96.06,98.75,103.994,108.539,113.823,116.114,125.045,127.069,134.077,14.098.501,147.461,150.123,156.665,160.634,1.673.255.823,1.710.177.702,0.02206589,0.039281584,0.006332898
New Zealand,2.846.497.884,2.934.507.348,2.975.259.743,3.108.619.557,31.358,3.226.426.326,3.329.693.842,3.289.767.141,3.427.523.128,3.485.192.043,3.606.116.041,3.647.307.686,3.710.896.981,3.761.071.742,3.781.813.822,3.924.733.185,3.957.073.622,4.062.960.909,4.077.828.971,4.270.262.198,4.290.165.962,4.344.884.013,4.379.824.342,4.383.461.839,434.362.254,4.485.897.586,44.414.264,4.424.731.787,4.325.265.863,4.353.789.831,4.422.420.178,4.370.004.424,4.419.239.965,4.424.860.702,4.458.819.985,0.007674656,0.000940443,0.00165113
Pakistan,28.825,32.348,36.347,40.671,42.806,45.985,50.22,53.575,57.012,57.923,63.75,67.565,62.481,66.396,65.302,63.735,706.485,74.431,76.986,823.055,8.876.422.142,9.672.001.289,9.938.099.638,9.318.835.854,9.882.775.657,9.938.471.901,1.006.214.229,9.946.126.083,1.017.644.524,1.062.015.765,1.067.154.418,1.200.082.479,122.547.821,1.360.122.268,1.363.444.564,0.002442645,0.038536175,0.005048923
Philippines,22.766,20.974,22.642,24.539,25.573,26.327,25.649,25.87,26.579,30.459,33.554,36.707,39.797,41.578,41.432,45.29,47.049,48.467.436,52.940.537,5.595.743,5.656.774,5.678.413,59.611.788,60.820.985,61.934.432,67.742.759,6.917.565,72.922.011,75.265.842,77.260.997,82.413.213,90.797.891,94.370.341,9.976.471.786,1.058.440.213,0.060936407,0.050732953,0.003919472
Singapore,98.763,105.765,118.138,130.175,140.389,156.176,165.966,175.431,189.624,206.754,220.574,239.094,267.094,283.748,29.52,31.665,33.061,346.646,352.815,368.096,382.127,394.804,411.341,41.669.397,41.802.196,45.369.586,46.004.295,46.944.393,47.976.056,49.336.833,50.320.333,515.866,5.222.580.001,529.048,541.423,0.023391072,0.024159944,0.002004924
South Korea,62.667.201,69.680.597,80.251.348,93.108.847,103.623.614,118.460.795,131.616.144,146.439.284,161.900.951,183.365.532,203.546.465,225.845.719,246.587.471,237.197.406,262.152.146,290.442.948,309.885.952,332.020.947,347.756.209,368.033.552,389.479.512,402.988.942,425.407.289,442.610.958,452.447.461,495.028.363,518.167.816,531.201.866,537.169.276,540.378.799,547.801.803,56.098.459,576.412.127,593.406.797,58.466.342,-0.014734204,0.029752928,0.021650464
Sri Lanka,2.465,26.517,27.072,27.984,28.579,31.498,33.771,35.397,39.787,438.672,480.042,452.796,514.394,567.539,628.075,69.697,68.009,710.429,812.485,874.352,884.822,94.979,990.056,1.000.328,998.688,1.080.074,1.159.987,1.189.762,1.202.901,1.286.748,132.255,1.436.132,149.837,1.569.525.682,1.617.764.628,0.030734729,0.046074463,0.000599069
Taiwan,5.480.564.841,6.159.476.967,683.850.569,7.478.547.026,840.578.015,9.019.352.349,9.917.752.745,1.055.297.645,1.152.060.146,1.246.348.629,1.331.167.018,1.419.624.596,1.504.864.089,1.631.864.054,1.694.733.156,1.848.407.865,1.885.304.415,1.988.288.887,2.090.723.871,2.183.966.319,227.427.039,2.355.301.255,243.116.584,2.383.054.616,2.300.372.575,2.470.627.272,252.175.658,2.503.866.328,2.523.575.725,2.599.868.825,2.581.671.357,2.641.308.827,2.702.805.494,2.755.778.668,2.741.878.406,-0.005044042,0.014637791,0.010153353
Thailand,2.302.995,2.466.981,2.857.361,3.241.324,3.735.338,4.411.251,5.012.039,5.702.815,6.333.733,7.110.243,7.973.721,8.699.163,9.266.128,8.953.301,9.021.529,9.552.127,10.098.719,10.844.169,11.593.462,12.413.266,13.042.631,13.676.671,14.253.754,14.543.736,1.459.067,1.575.750.211,1.533.155.068,1.689.561.829,1.686.336.613,1.737.641.804,1.778.319.283,1.798.285.192,176.738.107,1.776.361.357,1.865.030.216,0.049916003,0.020200503,0.006906327
Vietnam,5.069,5.527,6.051,6.785,7.784,8.681,9.21,9.705,10.662,12.288,14.648,16.944,19.132,21.688,23.559,26.561,30.608,35.796,40.925,46.209,52.078,57.917,64.147,70.96,80.643,91.722,101.499,115.147,124.454,141.25,157.949,175.745,191.593,209.181,227.4,0.08709682,0.114168467,0.008420769
Other Asia Pacific,3.733.844.048,3.870.902.102,4.080.052.556,4.330.686.805,4.529.353.006,4.513.028.604,4.413.424.307,4.285.301.582,4.134.667.557,4.338.499.132,4.432.529.246,4.374.704.739,422.810.241,4.154.351.415,4.448.636.368,4.760.061.727,4.930.306.384,4.955.438.441,5.215.895.199,5.427.608.257,5.669.523.895,5.993.964.601,6.363.580.475,6.662.429.946,6.532.089.232,7.245.519.897,7.676.799.711,7.817.705.734,8.436.787.779,8.842.368.644,9.107.991.318,108.866.208,1.195.546.494,1.159.083.851,1.202.344.938,0.037323519,0.056934855,0.004452361
Total Asia Pacific,1.723.099.797,1.814.938.561,1.970.642.239,2.122.335.641,2.287.684.889,2.468.860.825,2.635.485.593,277.989.652,2.918.250.333,3.175.681.799,3.395.296.509,357.136.384,3.742.362.872,3.849.126.094,403.902.947,4.285.698.874,4.477.991.974,476.223.909,5.098.706.166,5.567.611.735,5.971.181.042,6.456.819.609,7.014.725.278,7.302.205.088,7.537.454.199,8.257.670.134,8.875.072.574,9.278.183.431,9.813.077.577,1.033.341.401,1.043.083.091,1.094.651.558,1.156.855.975,1.230.933.683,1.269.048.235,0.030963936,0.053605582,0.469936748
Total World,9.879.230.164,1.017.403.263,1.066.434.801,1.113.346.586,1.165.396.886,1.195.740.556,1.221.852.518,1.232.987.658,1.259.180.463,1.291.668.652,1.337.521.696,1.378.920.953,1.412.045.713,1.450.270.424,1.491.752.676,1.555.528.422,157.885.845,1.634.517.904,1.692.371.736,1.772.632.352,1.845.361.236,1.915.485.875,2.004.554.757,2.042.115.051,2.026.440.983,2.156.989.203,2.225.663.951,2.280.472.841,2.343.352.397,2.402.978.156,2.426.627.211,2.492.286.481,2.564.304.433,2.665.273.619,2.700.466.052,0.01320406,0.026989869,1
of which: OECD,6.531.758.902,6.636.032.481,6.915.882.637,7.197.488.049,7.569.259.564,7.774.636.847,7.946.350.109,8.010.779.364,8.187.432.583,8.406.354.247,8.669.537.429,8.912.191.932,9.078.473.264,9.317.537.337,9.530.894.374,9.861.254.724,9.855.512.007,1.007.962.747,1.019.754.638,1.044.732.551,1.068.480.412,1.076.879.183,1.100.595.508,1.100.971.644,1.057.718.226,1.099.809.859,1.094.817.924,1.095.528.332,1.094.414.252,1.088.286.921,1.093.119.385,1.100.531.093,1.105.523.257,1.124.613.807,1.113.599.557,-0.009793807,0.002126918,0.4123731
                 Non-OECD,3.347.471.262,3.538.000.153,3.748.465.376,3.935.977.807,4.084.709.299,4.182.768.712,427.217.507,4.319.097.216,4.404.372.051,4.510.332.278,4.705.679.534,4.877.017.596,5.041.983.871,5.185.166.907,5.386.632.382,5.694.029.492,5.933.072.494,6.265.551.572,6.726.170.976,7.278.998.009,7.768.808.243,8.386.066.918,9.039.592.493,9.411.434.076,9.687.227.567,1.057.179.345,1.130.846.026,1.184.944.508,1.248.938.145,1.314.691.235,1.333.507.825,1.391.755.388,1.458.781.176,1.540.659.812,1.586.866.495,0.029991489,0.050521862,0.5876269
                 European Union #,2.321.019.885,2.377.102.392,2.450.376.537,2.507.220.603,2.564.016.026,2.594.916.601,2.640.762.631,2.624.648.257,2.627.153.262,2.665.752.407,2.746.986.188,2.842.379.279,2.858.262.696,292.507.824,2.955.449.949,3.037.654.746,3.119.681.629,314.287.295,3.237.225.485,3.305.590.359,3.327.256.762,3.371.216.544,3.384.290.365,3.388.664.216,3.224.353.177,3.364.676.396,3.299.237.582,3.295.421.276,3.269.582.849,3.188.387.165,3.236.618.786,3.259.430.731,3.289.981.791,3.270.058.399,3.215.296.177,-0.016746558,-0.003556457,0.119064492
